Number,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,predicted_emotion,label,consistency label,GMM_FINAL_LABEL,,,,,,,
475,0.132666667,0.092333333,-0.033333333,-0.542886257,0.387040377,0.449563026,anger,surprise,0,inconsistent,,,,,,,
476,-0.132,-0.04475,-0.0745,-0.185546458,-0.003526926,0.077600479,surprise,surprise,1,consistent,,,,,,,
477,0.012,0.144333333,0.192,-0.026947737,0.303564668,0.336169124,surprise,surprise,1,consistent,,,,,,,
478,0.25,0.026,-0.0112,-0.441854179,0.549016476,0.517837524,surprise,anger,0,inconsistent,,,,,,,
479,0.246,-0.113142857,-0.060714286,-0.532848954,0.112618446,0.23395884,surprise,anger,0,inconsistent,,,,,,,
480,0.17525,0.0445,-0.04125,-0.26318866,0.11382103,0.240109086,surprise,anger,0,consistent,,,,,,,
481,0.4425,0.052,0.3265,-0.214133561,0.223195314,0.26375699,surprise,anger,0,consistent,,,,,,,
482,0.325166667,0.1145,-0.037,-0.352646172,0.014666557,0.203503847,surprise,anger,0,consistent,,,,,,,
483,-0.1916,0.115,-0.1156,-0.26025033,-0.19463563,-0.030665278,sadness,disgust,0,consistent,,,,,,,
484,0.0696,-0.0712,-0.112,0.014197826,0.003710985,0.098012567,surprise,disgust,0,consistent,,,,,,,
485,-0.624,0.334,-0.608,0.171436667,0.301299334,0.409561396,anger,disgust,0,inconsistent,,,,,,,
486,-0.301,0.168,-0.191,-0.896506786,-0.086416602,0.069092512,fear,disgust,0,consistent,,,,,,,
487,-0.385,0.1135,-0.319,-0.558491945,0.103257537,0.285887837,fear,disgust,0,consistent,,,,,,,
488,0.1676,-0.184,0.1636,0.301182985,0.002231956,0.123200417,surprise,fear,0,consistent,,,,,,,
489,0.1995,0.111,0.055,0.023272038,-0.188836694,-0.044346809,surprise,fear,0,consistent,,,,,,,
490,-0.174,0.238,0.134,-0.929753125,-0.209556639,-0.071759105,fear,fear,1,inconsistent,,,,,,,
491,-0.265333333,-0.356,-0.325333333,-0.326685667,-0.055165708,0.051504374,sadness,fear,0,consistent,,,,,,,
492,0.025571429,-0.164571429,-0.043142857,-0.650320053,-0.128626943,0.013361573,sadness,fear,0,consistent,,,,,,,
493,0.4765,0.12425,0.3655,1,0.440500975,0.504919291,happiness,happiness,1,consistent,,,,,,,
494,0.47525,0.2,0.2645,0.78210783,0.374248743,0.41701436,happiness,happiness,1,consistent,,,,,,,
495,0.4195,0.3325,0.167,0.635543108,0.154810905,0.226002932,happiness,happiness,1,consistent,,,,,,,
496,0.92,0.22,0.586,-0.056143939,0.230042219,0.31385386,happiness,happiness,1,inconsistent,,,,,,,
497,0.816,0.862,0.418,0.900660276,0.243637085,0.361868382,happiness,happiness,1,consistent,,,,,,,
498,0.304,-0.2235,0.18,-0.168042421,-0.591879129,-0.346401274,surprise,sadness,0,consistent,,,,,,,
499,0.1856,-0.1384,0.0748,-0.498163998,-0.464518785,-0.171750247,disgust,sadness,0,consistent,,,,,,,
500,0.408333333,-0.0495,0.250833333,0.16579473,-0.336860061,-0.09014684,surprise,sadness,0,consistent,,,,,,,
501,0.4685,-0.548,-0.1085,-0.671292186,-0.071681142,0.055350423,disgust,sadness,0,inconsistent,,,,,,,
502,0.418,0.0735,0.324,0.333972454,0.211616039,0.358154774,surprise,sadness,0,consistent,,,,,,,
503,-0.012,-0.14275,-0.0455,-0.30896312,0.228620052,0.292546153,surprise,surprise,1,consistent,,,,,,,
504,-0.020666667,0.132666667,-0.082,-0.314257562,0.051615477,0.183315873,surprise,surprise,1,consistent,,,,,,,
505,0.132666667,0.092333333,-0.033333333,-0.335517466,-0.284306288,-0.0405972,disgust,surprise,0,consistent,,,,,,,
506,-0.132,-0.04475,-0.0745,-0.196453869,-0.241910934,-0.059555292,disgust,surprise,0,consistent,,,,,,,
507,0.012,0.144333333,0.192,0.008274436,0.072743177,0.122281194,surprise,surprise,1,consistent,,,,,,,
508,0.25,0.026,-0.0112,-0.528153896,0.396649599,0.383509159,surprise,anger,0,inconsistent,,,,,,,
509,0.246,-0.113142857,-0.060714286,-0.504921556,0.297231913,0.414538383,surprise,anger,0,inconsistent,,,,,,,
510,0.17525,0.0445,-0.04125,-0.209389329,0.167737246,0.276560545,surprise,anger,0,consistent,,,,,,,
511,0.4425,0.052,0.3265,-0.142386138,0.35827291,0.444737673,surprise,anger,0,consistent,,,,,,,
512,0.325166667,0.1145,-0.037,-0.010281861,0.286720753,0.43492341,surprise,anger,0,consistent,,,,,,,
513,-0.1916,0.115,-0.1156,-0.584933162,-0.160005271,0.032697916,sadness,disgust,0,consistent,,,,,,,
514,0.0696,-0.0712,-0.112,0.006240129,0.156962395,0.268883705,surprise,disgust,0,consistent,,,,,,,
515,-0.624,0.334,-0.608,0.155142784,0.473268747,0.479123831,anger,disgust,0,inconsistent,,,,,,,
516,-0.301,0.168,-0.191,-0.766590714,0.135043025,0.194733381,fear,disgust,0,consistent,,,,,,,
517,-0.385,0.1135,-0.319,-0.204994321,0.032662868,0.155132413,fear,disgust,0,consistent,,,,,,,
518,0.1676,-0.184,0.1636,-0.531684637,-0.193922818,-0.08453238,surprise,fear,0,consistent,,,,,,,
519,0.1995,0.111,0.055,-0.200407565,-0.018020391,0.034777403,surprise,fear,0,consistent,,,,,,,
520,-0.174,0.238,0.134,-0.908405304,0.189445257,0.252033353,anger,fear,0,consistent,,,,,,,
521,-0.265333333,-0.356,-0.325333333,-0.53307724,0.26261878,0.330534577,sadness,fear,0,inconsistent,,,,,,,
522,0.025571429,-0.164571429,-0.043142857,-0.682633281,0.168973446,0.231551886,fear,fear,1,consistent,,,,,,,
523,0.4765,0.12425,0.3655,0.529730082,0.302420139,0.347574234,happiness,happiness,1,consistent,,,,,,,
524,0.47525,0.2,0.2645,0.808375716,0.378805518,0.402861118,happiness,happiness,1,consistent,,,,,,,
525,0.4195,0.3325,0.167,0.495263219,2.12E-05,0.177203298,surprise,happiness,0,consistent,,,,,,,
526,0.92,0.22,0.586,0.054117203,0.170369267,0.261335373,surprise,happiness,0,inconsistent,,,,,,,
527,0.816,0.862,0.418,0.916348577,0.432709932,0.443223834,happiness,happiness,1,consistent,,,,,,,
528,0.304,-0.2235,0.18,-0.570544481,-0.620833993,-0.356794477,disgust,sadness,0,inconsistent,,,,,,,
529,0.1856,-0.1384,0.0748,-0.551987886,-0.179355979,-0.030938745,surprise,sadness,0,consistent,,,,,,,
530,0.408333333,-0.0495,0.250833333,0.015869975,-0.133876622,0.049491048,surprise,sadness,0,consistent,,,,,,,
531,0.312333333,-0.365333333,-0.06,0.206504107,-0.323127389,-0.085519314,surprise,sadness,0,consistent,,,,,,,
532,0.482333333,0.049,0.401333333,-0.034991086,-0.207393169,0.001527548,surprise,sadness,0,consistent,,,,,,,
533,-0.012,-0.14275,-0.0455,-0.484818935,-0.084272861,0.103286028,sadness,surprise,0,consistent,,,,,,,
534,-0.020666667,0.132666667,-0.082,-0.540388525,-0.219549179,-0.102295339,sadness,surprise,0,consistent,,,,,,,
535,0.132666667,0.092333333,-0.033333333,-0.546455979,-0.374902189,-0.119066,sadness,surprise,0,consistent,,,,,,,
536,-0.132,-0.04475,-0.0745,-0.390964687,-0.371178985,-0.171894431,sadness,surprise,0,consistent,,,,,,,
537,0.012,0.144333333,0.192,-0.483369052,-0.109139502,0.04833293,fear,surprise,0,consistent,,,,,,,
538,0.25,0.026,-0.0112,-0.470344603,0.364018917,0.447848439,surprise,anger,0,inconsistent,,,,,,,
539,0.246,-0.113142857,-0.060714286,-0.680406392,0.195075989,0.343760371,fear,anger,0,inconsistent,,,,,,,
540,0.17525,0.0445,-0.04125,-0.447713315,-0.020876169,0.125484943,surprise,anger,0,consistent,,,,,,,
541,0.4425,0.052,0.3265,-0.057294786,0.165198088,0.256193876,surprise,anger,0,consistent,,,,,,,
542,0.325166667,0.1145,-0.037,-0.360150874,0.181382895,0.297332644,surprise,anger,0,consistent,,,,,,,
543,-0.1916,0.115,-0.1156,-0.544299424,-0.201380432,-0.012648702,sadness,disgust,0,consistent,,,,,,,
544,0.0696,-0.0712,-0.112,0.220927477,-0.143021226,0.018909097,surprise,disgust,0,consistent,,,,,,,
545,-0.624,0.334,-0.608,0.223894,0.182716131,0.248914361,anger,disgust,0,inconsistent,,,,,,,
546,-0.301,0.168,-0.191,-0.834021449,-0.095050812,0.119762421,fear,disgust,0,consistent,,,,,,,
547,-0.385,0.1135,-0.319,-0.498391867,-0.127022028,0.086285233,sadness,disgust,0,consistent,,,,,,,
548,0.1676,-0.184,0.1636,-0.147834778,-0.662328959,-0.452992678,surprise,fear,0,consistent,,,,,,,
549,0.1995,0.111,0.055,-0.20717907,-0.584841609,-0.36024791,disgust,fear,0,inconsistent,,,,,,,
550,-0.174,0.238,0.134,-0.749509513,-0.523962438,-0.254067659,sadness,fear,0,inconsistent,,,,,,,
551,-0.265333333,-0.356,-0.325333333,-0.418293893,-0.344267964,-0.210324466,sadness,fear,0,consistent,,,,,,,
552,0.025571429,-0.164571429,-0.043142857,-0.726899981,-0.181306958,0.011329174,sadness,fear,0,consistent,,,,,,,
553,0.4765,0.12425,0.3655,0.988548756,0.466641426,0.584451079,happiness,happiness,1,consistent,,,,,,,
554,0.47525,0.2,0.2645,0.440403342,0.222415447,0.326309443,happiness,happiness,1,consistent,,,,,,,
555,0.4195,0.3325,0.167,-0.003598332,0.156769514,0.306969881,happiness,happiness,1,consistent,,,,,,,
556,0.92,0.22,0.586,-0.071355879,0.124678373,0.224209309,surprise,happiness,0,inconsistent,,,,,,,
557,0.816,0.862,0.418,0.027363777,0.253041863,0.32428658,happiness,happiness,1,inconsistent,,,,,,,
558,0.304,-0.2235,0.18,-0.272100627,-0.472629666,-0.267082393,surprise,sadness,0,consistent,,,,,,,
559,0.1856,-0.1384,0.0748,-0.406607628,-0.57812202,-0.339520574,disgust,sadness,0,consistent,,,,,,,
560,0.408333333,-0.0495,0.250833333,0.135798931,-0.474389672,-0.197309017,surprise,sadness,0,consistent,,,,,,,
561,0.4685,-0.548,-0.1085,-0.045269132,-0.564830422,-0.319614768,surprise,sadness,0,consistent,,,,,,,
562,0.418,0.0735,0.324,0.236892223,-0.345741391,-0.090749145,surprise,sadness,0,consistent,,,,,,,
563,-0.012,-0.14275,-0.0455,-0.162147582,-0.124011874,0.054298878,surprise,surprise,1,consistent,,,,,,,
564,-0.020666667,0.132666667,-0.082,-0.419671118,-0.163636923,-0.019613147,sadness,surprise,0,consistent,,,,,,,
565,0.132666667,0.092333333,-0.033333333,-0.490335405,-0.339543819,-0.107417464,disgust,surprise,0,consistent,,,,,,,
566,-0.132,-0.04475,-0.0745,-0.369736016,-0.331768632,-0.117264628,sadness,surprise,0,consistent,,,,,,,
567,0.012,0.144333333,0.192,-0.369637072,-0.499468088,-0.274822474,disgust,surprise,0,inconsistent,,,,,,,
568,0.25,0.026,-0.0112,-0.553424716,0.463314533,0.421503305,surprise,anger,0,inconsistent,,,,,,,
569,0.246,-0.113142857,-0.060714286,-0.594919801,0.424794436,0.422162056,surprise,anger,0,inconsistent,,,,,,,
570,0.17525,0.0445,-0.04125,-0.393920779,0.361971736,0.397660017,surprise,anger,0,consistent,,,,,,,
571,0.4425,0.052,0.3265,-0.50889051,0.258745551,0.281394958,surprise,anger,0,inconsistent,,,,,,,
572,0.325166667,0.1145,-0.037,-0.396127045,0.397904634,0.471052647,surprise,anger,0,inconsistent,,,,,,,
573,-0.1916,0.115,-0.1156,-0.613584399,-0.055501819,0.122456551,fear,disgust,0,consistent,,,,,,,
574,0.0696,-0.0712,-0.112,-0.053911626,-0.013572991,0.054812074,surprise,disgust,0,consistent,,,,,,,
575,-0.624,0.334,-0.608,-0.108712196,-0.126937509,-0.044438303,fear,disgust,0,inconsistent,,,,,,,
576,-0.301,0.168,-0.191,-1,0.03059864,0.165076137,fear,disgust,0,consistent,,,,,,,
577,-0.385,0.1135,-0.319,-0.303384244,-0.276630402,-0.13315779,sadness,disgust,0,consistent,,,,,,,
578,0.1676,-0.184,0.1636,-0.16883415,0.340248585,0.372463465,surprise,fear,0,consistent,,,,,,,
579,0.1995,0.111,0.055,-0.216798484,-0.0916906,-0.018145204,surprise,fear,0,consistent,,,,,,,
580,-0.174,0.238,0.134,-0.943708062,0.273088217,0.316877007,anger,fear,0,consistent,,,,,,,
581,-0.265333333,-0.356,-0.325333333,-0.61294806,0.643499374,0.593221188,fear,fear,1,inconsistent,,,,,,,
582,0.025571429,-0.164571429,-0.043142857,-0.899630785,0.32129097,0.371686697,fear,fear,1,inconsistent,,,,,,,
583,0.4765,0.12425,0.3655,0.683090448,0.427638769,0.481672764,happiness,happiness,1,consistent,,,,,,,
584,0.47525,0.2,0.2645,0.719273567,0.508100748,0.517947078,happiness,happiness,1,consistent,,,,,,,
585,0.4195,0.3325,0.167,0.574389219,0.546981573,0.598641872,happiness,happiness,1,consistent,,,,,,,
586,0.92,0.22,0.586,-0.110284805,0.325221181,0.381234288,happiness,happiness,1,inconsistent,,,,,,,
587,0.816,0.862,0.418,0.638947725,0.576279283,0.624564648,happiness,happiness,1,consistent,,,,,,,
588,0.304,-0.2235,0.18,-0.502733946,-0.503526092,-0.29892838,disgust,sadness,0,inconsistent,,,,,,,
589,0.1856,-0.1384,0.0748,-0.482511044,0.004729152,0.076411366,surprise,sadness,0,consistent,,,,,,,
590,0.408333333,-0.0495,0.250833333,0.046539545,-0.027616262,0.084001064,surprise,sadness,0,consistent,,,,,,,
591,0.312333333,-0.365333333,-0.06,0.292054772,-0.298654139,-0.072622299,surprise,sadness,0,consistent,,,,,,,
592,0.482333333,0.049,0.401333333,0.137698889,-0.103609204,0.092678785,surprise,sadness,0,consistent,,,,,,,
593,-0.012,-0.14275,-0.0455,-0.502787471,0.216212988,0.281219959,fear,surprise,0,consistent,,,,,,,
594,-0.020666667,0.132666667,-0.082,-0.636485338,0.149066925,0.207103729,fear,surprise,0,consistent,,,,,,,
595,0.132666667,0.092333333,-0.033333333,-0.485602975,0.325520992,0.382597685,surprise,surprise,1,consistent,,,,,,,
596,-0.132,-0.04475,-0.0745,-0.273260534,0.150232911,0.213675499,fear,surprise,0,consistent,,,,,,,
597,0.012,0.144333333,0.192,0.007182479,0.215245366,0.329930067,surprise,surprise,1,consistent,,,,,,,
598,0.25,0.026,-0.0112,-0.430985391,0.137171984,0.185620308,surprise,anger,0,consistent,,,,,,,
599,0.246,-0.113142857,-0.060714286,-0.450331807,0.007219911,0.148562908,surprise,anger,0,consistent,,,,,,,
600,0.17525,0.0445,-0.04125,-0.093557417,-0.112000883,0.056764483,surprise,anger,0,consistent,,,,,,,
601,0.4425,0.052,0.3265,-0.056457818,-0.050349593,0.132154107,surprise,anger,0,consistent,,,,,,,
602,0.325166667,0.1145,-0.037,-0.19388026,-0.027667761,0.177715063,surprise,anger,0,consistent,,,,,,,
603,-0.1916,0.115,-0.1156,-0.519116879,0.169041634,0.302656651,fear,disgust,0,consistent,,,,,,,
604,0.0696,-0.0712,-0.112,0.083423495,0.651614666,0.52454257,surprise,disgust,0,inconsistent,,,,,,,
605,-0.624,0.334,-0.608,0.142845631,0.29505229,0.309567451,anger,disgust,0,inconsistent,,,,,,,
606,-0.301,0.168,-0.191,-0.953704655,0.26346302,0.296750546,anger,disgust,0,consistent,,,,,,,
607,-0.385,0.1135,-0.319,-1,0.466843843,0.587286353,anger,disgust,0,inconsistent,,,,,,,
608,0.1676,-0.184,0.1636,-0.287850678,-0.064187407,0.019528985,surprise,fear,0,consistent,,,,,,,
609,0.1995,0.111,0.055,-0.17856878,-0.130142033,-0.043532193,surprise,fear,0,consistent,,,,,,,
610,-0.174,0.238,0.134,-1,0.033410907,0.083363056,fear,fear,1,consistent,,,,,,,
611,-0.265333333,-0.356,-0.325333333,-0.53196013,0.193550467,0.182034492,sadness,fear,0,consistent,,,,,,,
612,0.025571429,-0.164571429,-0.043142857,-0.667096257,-0.000308275,0.127376795,sadness,fear,0,consistent,,,,,,,
613,0.4765,0.12425,0.3655,0.951866388,0.528334618,0.547714233,happiness,happiness,1,consistent,,,,,,,
614,0.47525,0.2,0.2645,0.715898633,0.447157383,0.495212793,happiness,happiness,1,consistent,,,,,,,
615,0.4195,0.3325,0.167,0.935137272,0.556459665,0.5713799,happiness,happiness,1,consistent,,,,,,,
616,0.92,0.22,0.586,-0.646674037,0.339485407,0.38170445,surprise,happiness,0,inconsistent,,,,,,,
617,0.816,0.862,0.418,0.846160412,0.391375542,0.403774738,happiness,happiness,1,consistent,,,,,,,
618,0.304,-0.2235,0.18,-0.379504979,-0.584238172,-0.319853425,disgust,sadness,0,inconsistent,,,,,,,
619,0.1856,-0.1384,0.0748,-0.562798977,-0.189830959,-0.09834981,disgust,sadness,0,consistent,,,,,,,
620,0.408333333,-0.0495,0.250833333,-0.029842198,-0.301164985,-0.106340408,surprise,sadness,0,consistent,,,,,,,
621,0.312333333,-0.365333333,-0.06,-0.040639102,-0.615439951,-0.362318635,surprise,sadness,0,consistent,,,,,,,
622,0.482333333,0.049,0.401333333,0.090192676,-0.353082538,-0.165935099,surprise,sadness,0,consistent,,,,,,,
623,-0.012,-0.14275,-0.0455,-0.438857853,0.28608942,0.301741362,fear,surprise,0,consistent,,,,,,,
624,-0.020666667,0.132666667,-0.082,-0.538797736,0.364368916,0.375159621,anger,surprise,0,consistent,,,,,,,
625,0.132666667,0.092333333,-0.033333333,-0.320289254,-0.150548577,0.024774075,disgust,surprise,0,consistent,,,,,,,
626,-0.132,-0.04475,-0.0745,-0.16688329,-0.087948918,0.037486196,disgust,surprise,0,consistent,,,,,,,
627,0.012,0.144333333,0.192,-0.071333647,0.159923792,0.208687782,surprise,surprise,1,consistent,,,,,,,
628,0.25,0.026,-0.0112,-0.331079423,0.074248075,0.063147783,surprise,anger,0,consistent,,,,,,,
629,0.246,-0.113142857,-0.060714286,-0.38175416,-0.019860685,0.061622262,surprise,anger,0,consistent,,,,,,,
630,0.17525,0.0445,-0.04125,-0.399004996,0.013720274,0.16941309,surprise,anger,0,consistent,,,,,,,
631,0.4425,0.052,0.3265,-0.144671619,-0.195745885,-0.031358838,surprise,anger,0,consistent,,,,,,,
632,0.325166667,0.1145,-0.037,-0.229234874,0.15904367,0.282260537,surprise,anger,0,consistent,,,,,,,
633,-0.1916,0.115,-0.1156,-0.381641746,-0.531061471,-0.320067525,sadness,disgust,0,consistent,,,,,,,
634,0.0696,-0.0712,-0.112,-0.347063959,-0.533699751,-0.344757438,disgust,disgust,1,consistent,,,,,,,
635,-0.624,0.334,-0.608,-0.189932525,-0.169904947,-0.048019111,fear,disgust,0,inconsistent,,,,,,,
636,-0.301,0.168,-0.191,-1,-0.058716178,0.064969182,fear,disgust,0,consistent,,,,,,,
637,-0.385,0.1135,-0.319,-0.878617287,-0.087513447,0.073526382,fear,disgust,0,consistent,,,,,,,
638,0.1676,-0.184,0.1636,-0.428931534,-0.735551953,-0.525903881,disgust,fear,0,inconsistent,,,,,,,
639,0.1995,0.111,0.055,-0.185369432,-0.422942817,-0.279729247,surprise,fear,0,consistent,,,,,,,
640,-0.174,0.238,0.134,-0.684873819,-0.054012299,0.025599003,fear,fear,1,consistent,,,,,,,
641,-0.265333333,-0.356,-0.325333333,-0.648979664,0.61905539,0.612893343,fear,fear,1,inconsistent,,,,,,,
642,0.025571429,-0.164571429,-0.043142857,-0.74801755,0.13522613,0.251606345,sadness,fear,0,inconsistent,,,,,,,
643,0.4765,0.12425,0.3655,0.49609673,0.642653704,0.698913336,happiness,happiness,1,consistent,,,,,,,
644,0.47525,0.2,0.2645,0.133563876,0.113878846,0.180669785,surprise,happiness,0,consistent,,,,,,,
645,0.4195,0.3325,0.167,0.323228478,0.479455709,0.376569986,happiness,happiness,1,consistent,,,,,,,
646,0.92,0.22,0.586,0.482018709,0.546156287,0.581593752,happiness,happiness,1,consistent,,,,,,,
647,0.816,0.862,0.418,0.294206977,0.206722498,0.328292727,happiness,happiness,1,consistent,,,,,,,
648,0.304,-0.2235,0.18,-0.666536212,-0.945006967,-0.625128269,disgust,sadness,0,inconsistent,,,,,,,
649,0.1856,-0.1384,0.0748,-0.153745115,0.20983541,0.272499084,surprise,sadness,0,consistent,,,,,,,
650,0.408333333,-0.0495,0.250833333,0.161422372,0.009353876,0.109517217,surprise,sadness,0,consistent,,,,,,,
651,0.4685,-0.548,-0.1085,-0.232676923,-0.552384496,-0.289484084,surprise,sadness,0,consistent,,,,,,,
652,0.418,0.0735,0.324,-0.276205778,-0.3174088,-0.11430788,surprise,sadness,0,inconsistent,,,,,,,
653,-0.012,-0.14275,-0.0455,-0.327516377,0.083747864,0.227467895,surprise,surprise,1,consistent,,,,,,,
654,-0.020666667,0.132666667,-0.082,-0.606765866,0.091687799,0.157206297,fear,surprise,0,consistent,,,,,,,
655,0.132666667,0.092333333,-0.033333333,-0.367641747,0.068789959,0.214361906,surprise,surprise,1,consistent,,,,,,,
656,-0.132,-0.04475,-0.0745,-0.229356766,-0.107322335,0.038182855,disgust,surprise,0,consistent,,,,,,,
657,0.012,0.144333333,0.192,0.40623188,-0.090777755,0.051222801,surprise,surprise,1,consistent,,,,,,,
658,0.25,0.026,-0.0112,-0.42915386,-0.143834233,-0.02034843,disgust,anger,0,consistent,,,,,,,
659,0.246,-0.113142857,-0.060714286,-0.537643909,-0.11098671,0.038571,disgust,anger,0,consistent,,,,,,,
660,0.17525,0.0445,-0.04125,-0.103767574,0.068645716,0.168066263,surprise,anger,0,consistent,,,,,,,
661,0.4425,0.052,0.3265,-0.177033484,-0.034318388,0.068481803,surprise,anger,0,consistent,,,,,,,
662,0.325166667,0.1145,-0.037,-0.262850046,-0.173507929,0.014759779,surprise,anger,0,consistent,,,,,,,
663,-0.1916,0.115,-0.1156,-0.503158092,-0.192758918,-0.06583035,sadness,disgust,0,consistent,,,,,,,
664,0.0696,-0.0712,-0.112,0.056319237,0.006186247,0.044611335,surprise,disgust,0,consistent,,,,,,,
665,-0.624,0.334,-0.608,0.778845549,0.58373332,0.607824802,surprise,disgust,0,inconsistent,,,,,,,
666,-0.301,0.168,-0.191,-0.776570559,0.156190038,0.233401537,fear,disgust,0,consistent,,,,,,,
667,-0.385,0.1135,-0.319,-0.893254757,-0.043003559,0.171242356,fear,disgust,0,consistent,,,,,,,
668,0.1676,-0.184,0.1636,-0.116006434,0.11247611,0.190551877,surprise,fear,0,consistent,,,,,,,
669,0.1995,0.111,0.055,-0.131286919,0.023884296,0.096271515,surprise,fear,0,consistent,,,,,,,
670,-0.174,0.238,0.134,-0.931831896,0.059593439,0.105583787,fear,fear,1,consistent,,,,,,,
671,-0.265333333,-0.356,-0.325333333,-0.587769866,0.013278723,0.033754349,sadness,fear,0,consistent,,,,,,,
672,0.025571429,-0.164571429,-0.043142857,-0.732910275,0.077405691,0.133139133,sadness,fear,0,consistent,,,,,,,
673,0.4765,0.12425,0.3655,0.85342443,0.276418567,0.353070855,happiness,happiness,1,consistent,,,,,,,
674,0.47525,0.2,0.2645,0.491149902,0.209739208,0.292788029,happiness,happiness,1,consistent,,,,,,,
675,0.4195,0.3325,0.167,-0.013619006,0.156558156,0.214431286,happiness,happiness,1,consistent,,,,,,,
676,0.92,0.22,0.586,0.187525034,0.114973426,0.174145818,surprise,happiness,0,consistent,,,,,,,
677,0.816,0.862,0.418,0.871030688,0.257299423,0.305639029,happiness,happiness,1,consistent,,,,,,,
678,0.304,-0.2235,0.18,-0.40417546,-0.421323776,-0.223130941,disgust,sadness,0,consistent,,,,,,,
679,0.1856,-0.1384,0.0748,-0.480928481,-0.313736141,-0.139757633,disgust,sadness,0,consistent,,,,,,,
680,0.408333333,-0.0495,0.250833333,-0.124790847,-0.341957331,-0.143502355,surprise,sadness,0,consistent,,,,,,,
681,0.4685,-0.548,-0.1085,0.053254366,-0.308798552,-0.065957308,surprise,sadness,0,consistent,,,,,,,
682,0.418,0.0735,0.324,0.061866999,-0.074842036,0.091328263,surprise,sadness,0,consistent,,,,,,,
683,-0.012,-0.14275,-0.0455,-0.54916513,0.441202402,0.447936058,fear,surprise,0,inconsistent,,,,,,,
684,-0.020666667,0.132666667,-0.082,-0.345952749,0.291066527,0.285130024,surprise,surprise,1,consistent,,,,,,,
685,0.132666667,0.092333333,-0.033333333,-0.593468428,0.271016359,0.328980684,fear,surprise,0,consistent,,,,,,,
686,-0.132,-0.04475,-0.0745,-0.226790607,0.094306946,0.146626592,surprise,surprise,1,consistent,,,,,,,
687,0.012,0.144333333,0.192,-0.416647315,-0.02735734,0.059299111,fear,surprise,0,consistent,,,,,,,
688,0.25,0.026,-0.0112,-0.413046062,0.2566998,0.309382558,surprise,anger,0,consistent,,,,,,,
689,0.246,-0.113142857,-0.060714286,-0.415198445,0.248071551,0.244831204,surprise,anger,0,consistent,,,,,,,
690,0.17525,0.0445,-0.04125,-0.844984889,0.184161663,0.234942317,fear,anger,0,inconsistent,,,,,,,
691,0.4425,0.052,0.3265,-0.117191255,0.305318117,0.301096916,surprise,anger,0,consistent,,,,,,,
692,0.325166667,0.1145,-0.037,-0.272772372,0.186532021,0.286758184,surprise,anger,0,consistent,,,,,,,
693,-0.1916,0.115,-0.1156,-0.123707891,0.108885527,0.12187314,surprise,disgust,0,consistent,,,,,,,
694,0.0696,-0.0712,-0.112,0.006755233,-0.098721921,0.000786185,surprise,disgust,0,consistent,,,,,,,
695,-0.624,0.334,-0.608,-0.119533539,0.255959749,0.209113836,anger,disgust,0,inconsistent,,,,,,,
696,-0.301,0.168,-0.191,-0.848430991,0.013982415,0.058956742,fear,disgust,0,consistent,,,,,,,
697,-0.385,0.1135,-0.319,-0.840151191,0.345119715,0.523370743,anger,disgust,0,inconsistent,,,,,,,
698,0.1676,-0.184,0.1636,-0.005450308,-0.225014806,-0.158952355,surprise,fear,0,consistent,,,,,,,
699,0.1995,0.111,0.055,-0.082874238,-0.549305677,-0.380414546,surprise,fear,0,consistent,,,,,,,
700,-0.174,0.238,0.134,-0.868880212,-0.582669616,-0.386932611,sadness,fear,0,inconsistent,,,,,,,
701,-0.265333333,-0.356,-0.325333333,-0.551227212,0.416719675,0.333060503,fear,fear,1,inconsistent,,,,,,,
702,0.025571429,-0.164571429,-0.043142857,-0.723115206,0.017776012,0.089502215,sadness,fear,0,consistent,,,,,,,
703,0.4765,0.12425,0.3655,0.514155388,0.090996146,0.206246376,surprise,happiness,0,consistent,,,,,,,
704,0.47525,0.2,0.2645,0.641383886,0.045492172,0.192485332,surprise,happiness,0,consistent,,,,,,,
705,0.4195,0.3325,0.167,0.490867615,0.008902669,0.164728165,surprise,happiness,0,consistent,,,,,,,
706,0.92,0.22,0.586,0.103120685,-0.015292585,0.055286527,surprise,happiness,0,inconsistent,,,,,,,
707,0.816,0.862,0.418,0.868089437,0.290991068,0.294312835,happiness,happiness,1,consistent,,,,,,,
708,0.304,-0.2235,0.18,-0.367829859,-0.469087064,-0.225434363,disgust,sadness,0,consistent,,,,,,,
709,0.1856,-0.1384,0.0748,-0.409685433,-0.294113398,-0.130758286,disgust,sadness,0,consistent,,,,,,,
710,0.408333333,-0.0495,0.250833333,0.092040777,-0.363837123,-0.135442138,surprise,sadness,0,consistent,,,,,,,
711,0.312333333,-0.365333333,-0.06,0.043526292,-0.626425743,-0.363400221,surprise,sadness,0,consistent,,,,,,,
712,0.482333333,0.049,0.401333333,0.041068912,-0.391634047,-0.172971189,surprise,sadness,0,consistent,,,,,,,
713,-0.012,-0.14275,-0.0455,-0.263962626,0.098122358,0.177753806,surprise,surprise,1,consistent,,,,,,,
714,-0.020666667,0.132666667,-0.082,-0.285672784,0.172541499,0.268705606,surprise,surprise,1,consistent,,,,,,,
